state_cd	state_name	county_cd	county_nm	year	Total Population total population of area, in thousands	Public Supply population served by groundwater, in thousands	Public Supply population served by surface water, in thousands	Public Supply total population served, in thousands	Public Supply self-supplied groundwater withdrawals, fresh, in Mgal/d	Public Supply self-supplied groundwater withdrawals, saline, in Mgal/d	Public Supply total self-supplied withdrawals, groundwater, in Mgal/d	Public Supply self-supplied surface-water withdrawals, fresh, in Mgal/d	Public Supply self-supplied surface-water withdrawals, saline, in Mgal/d	Public Supply total self-supplied withdrawals, surface water, in Mgal/d	Public Supply total self-supplied withdrawals, fresh, in Mgal/d	Public Supply total self-supplied withdrawals, saline, in Mgal/d	Public Supply total self-supplied withdrawals, total, in Mgal/d	Public Supply deliveries to domestic, in Mgal/d	Public Supply deliveries to commercial, in Mgal/d	Public Supply deliveries to industrial, in Mgal/d	Public Supply deliveries to thermoelectric, in Mgal/d	Public Supply total deliveries, in Mgal/d	Public Supply public use and losses, in Mgal/d	Public Supply per capita use, in gallons/person/day	Public Supply reclaimed wastewater, in Mgal/d	Public Supply number of facilities	Commercial self-supplied groundwater withdrawals, fresh, in Mgal/d	Commercial self-supplied groundwater withdrawals, saline, in Mgal/d	Commercial total self-supplied withdrawals, groundwater, in Mgal/d	Commercial self-supplied surface-water withdrawals, fresh, in Mgal/d	Commercial self-supplied surface-water withdrawals, saline, in Mgal/d	Commercial total self-supplied withdrawals, surface water, in Mgal/d	Commercial total self-supplied withdrawals, fresh, in Mgal/d	Commercial total self-supplied withdrawals, saline, in Mgal/d	Commercial total self-supplied withdrawals, in Mgal/d	Commercial deliveries from public supply, in Mgal/d	Commercial total self-supplied withdrawals plus deliveries, in Mgal/d	Commercial consumptive use, fresh, in Mgal/d	Commercial consumptive use, saline, in Mgal/d	Commercial total consumptive use, in Mgal/d	Commercial reclaimed wastewater, in Mgal/d	Domestic self-supplied population, in thousands	Domestic self-supplied groundwater withdrawals, fresh, in Mgal/d	Domestic self-supplied groundwater withdrawals, saline, in Mgal/d	Domestic total self-supplied withdrawals, groundwater, in Mgal/d	Domestic self-supplied surface-water withdrawals, fresh, in Mgal/d	Domestic self-supplied surface-water withdrawals, saline, in Mgal/d	Domestic total self-supplied withdrawals, surface water, in Mgal/d	Domestic total self-supplied withdrawals, fresh, in Mgal/d	Domestic total self-supplied withdrawals, saline, in Mgal/d	Domestic total self-supplied withdrawals, in Mgal/d	Domestic per capita use, self-supplied, in gallons/person/day	Domestic deliveries from public supply, in Mgal/d	Domestic per capita use, public-supplied, in gallons/person/day	Domestic total self-supplied withdrawals plus deliveries, in Mgal/d	Domestic consumptive use, fresh, in Mgal/d	Domestic consumptive use, saline, in Mgal/d	Domestic total consumptive use, in Mgal/d	Livestock self-supplied groundwater withdrawals, fresh, in Mgal/d	Livestock self-supplied surface-water withdrawals, fresh, in Mgal/d	Livestock total self-supplied withdrawals, fresh, in Mgal/d	Livestock consumptive use, fresh, in Mgal/d	Irrigation, Total self-supplied groundwater withdrawals, fresh, in Mgal/d	Irrigation, Total self-supplied surface-water withdrawals, fresh, in Mgal/d	Irrigation, Total consumptive use, fresh, in Mgal/d	Irrigation, Total sprinkler irrigation, in thousand acres	Irrigation, Total microirrigation, in thousand acres	Irrigation, Total surface irrigation, in thousand acres	Irrigation, Total total irrigation, in thousand acres	Irrigation, Total reclaimed wastewater, in Mgal/d	Irrigation, Crop self-supplied groundwater withdrawals for crops, fresh, in Mgal/d	Irrigation, Crop self-supplied surface-water withdrawals for crops, fresh, in Mgal/d	Irrigation, Crop total self-supplied withdrawals for crops, fresh, in Mgal/d	Irrigation, Crop consumptive use for crops, fresh, in Mgal/d	Irrigation, Crop sprinkler irrigation for crops, in thousand acres	Irrigation, Crop microirrigation for crops, in thousand acres	Irrigation, Crop surface irrigation for crops, in thousand acres	Irrigation, Crop total irrigation for crops, in thousand acres	Irrigation, Crop reclaimed wastewater for crops, in Mgal/d	Irrigation, Golf Courses self-supplied groundwater withdrawals for golf courses, fresh, in Mgal/d	Irrigation, Golf Courses self-supplied surface-water withdrawals for golf courses, fresh, in Mgal/d	Irrigation, Golf Courses total self-supplied withdrawals for golf courses, fresh, in Mgal/d	Irrigation, Golf Courses consumptive use for golf courses, fresh, in Mgal/d	Irrigation, Golf Courses sprinkler irrigation for golf courses, in thousand acres	Irrigation, Golf Courses microirrigation for golf courses, in thousand acres	Irrigation, Golf Courses surface irrigation for golf courses, in thousand acres	Irrigation, Golf Courses total irrigation for golf courses, in thousand acres	Irrigation, Golf Courses reclaimed wastewater for golf courses, in Mgal/d
06	California	041	Marin County	2005	246.960	0.000	246.650	246.650	0.00	0.00	0.00	30.80	0.00	30.80	30.80	0.00	30.80	19.44	-	-	-	-	-	125.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.310	0.76	-	-	0.05	-	-	0.81	-	-	2613	19.440	79	20.25	-	-	-	0.54	0.69	1.23	-	2.75	1.05	-	0.00	0.00	0.00	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	041	Marin County	2010	252.409	7.959	239.407	247.366	0.94	0.00	0.94	31.08	0.00	31.08	32.02	0.00	32.02	21.86	-	0.01	-	-	-	129.00	0.60	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5.043	0.31	-	-	0.07	-	-	0.38	-	-	75	21.860	88	22.24	-	-	-	0.45	0.58	1.03	-	6.46	2.58	-	0.69	0.00	0.00	0.69	2.47	6.09	2.33	8.42	9.58	0.00	0.00	0.00	0.00	2.19	0.37	0.25	0.62	-	0.69	0.00	0.00	0.69	0.28
06	California	043	Mariposa County	1985	13.390	2.390	4.730	7.120	0.42	-	-	0.88	-	-	1.30	-	-	0.79	0.30	0.05	0.00	1.14	-	-	-	-	0.14	-	-	0.03	-	-	0.17	-	-	0.30	-	0.19	-	-	-	6.270	0.38	-	-	0.09	-	-	0.47	-	-	75	0.790	111	1.26	0.33	-	-	-	-	-	-	0.00	0.00	0.00	0.00	-	0.00	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	043	Mariposa County	1990	14.300	3.140	4.620	7.760	0.61	-	-	1.43	-	-	2.04	-	-	1.20	0.27	0.00	0.00	1.47	-	-	-	12	0.00	-	-	0.00	-	-	0.00	-	-	0.27	-	0.00	-	-	-	6.540	0.15	-	-	0.34	-	-	0.49	-	-	75	1.200	155	1.69	0.44	-	-	-	-	-	-	0.34	3.94	2.68	0.04	-	1.86	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	043	Mariposa County	1995	15.900	5.330	2.820	8.150	0.92	0.00	0.92	1.07	0.00	1.07	1.99	0.00	1.99	0.94	0.69	0.00	0.00	1.63	0.36	244.00	0.00	9	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.69	0.69	0.18	0.00	0.18	0.00	7.750	0.52	0.00	0.52	0.06	0.00	0.06	0.58	0.00	0.58	75	0.940	115	1.52	0.40	0.00	0.40	-	-	-	-	1.94	3.25	4.22	0.26	0.06	1.38	1.70	0.04	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	043	Mariposa County	2000	17.130	2.230	1.880	4.110	0.65	-	-	0.50	-	-	1.15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	13.020	0.88	-	-	0.10	-	-	0.98	-	-	75	-	-	-	-	-	-	0.23	0.29	0.52	-	1.45	2.33	-	0.05	0.00	1.20	1.25	-	1.40	2.30	3.70	-	0.00	0.00	1.20	1.20	-	0.05	0.03	0.08	-	0.05	0.00	0.00	0.05	-
06	California	043	Mariposa County	2005	18.069	0.732	7.404	8.136	0.41	0.00	0.41	4.12	0.00	4.12	4.53	0.00	4.53	4.09	-	-	-	-	-	557.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	9.933	2.02	-	-	0.22	-	-	2.24	-	-	226	4.090	503	6.33	-	-	-	0.16	0.21	0.37	-	2.09	0.00	-	0.00	0.00	0.90	0.90	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	043	Mariposa County	2010	18.251	2.340	2.450	4.790	1.12	0.00	1.12	0.44	0.00	0.44	1.56	0.00	1.56	0.47	-	0.00	-	-	-	326.00	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	13.461	0.77	-	-	0.24	-	-	1.01	-	-	75	0.470	98	1.48	-	-	-	0.14	0.18	0.32	-	2.40	0.03	-	0.05	0.00	0.70	0.75	-	2.35	0.00	2.35	2.27	0.00	0.00	0.70	0.70	-	0.05	0.03	0.08	-	0.05	0.00	0.00	0.05	-
06	California	045	Mendocino County	1985	73.540	39.410	12.120	51.530	9.69	-	-	2.98	-	-	12.67	-	-	7.73	2.91	0.56	0.00	11.20	-	-	-	-	0.48	-	-	0.14	-	-	0.62	-	-	2.91	-	1.11	-	-	-	22.010	1.27	-	-	0.38	-	-	1.65	-	-	75	7.730	150	9.38	2.44	-	-	-	-	-	-	8.91	31.24	24.59	13.05	-	13.05	-	0.40	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	045	Mendocino County	1990	80.350	36.550	9.920	46.470	6.80	-	-	1.84	-	-	8.64	-	-	4.83	1.77	0.48	0.00	7.08	-	-	-	49	0.00	-	-	0.00	-	-	0.00	-	-	1.77	-	0.00	-	-	-	33.880	1.60	-	-	0.94	-	-	2.54	-	-	75	4.830	104	7.37	1.92	-	-	-	-	-	-	2.59	0.80	2.41	1.21	-	0.49	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	045	Mendocino County	1995	84.300	25.000	24.680	49.680	6.80	0.00	6.80	1.96	0.00	1.96	8.76	0.00	8.76	6.63	1.30	0.38	0.00	8.31	0.45	176.00	0.00	15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.30	1.30	0.34	0.00	0.34	0.00	34.620	2.34	0.00	2.34	0.26	0.00	0.26	2.60	0.00	2.60	75	6.630	133	9.23	2.40	0.00	2.40	-	-	-	-	13.44	22.93	36.19	4.57	5.79	13.24	23.60	4.75	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	045	Mendocino County	2000	86.270	19.140	33.890	53.030	6.09	-	-	3.93	-	-	10.02	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	33.240	2.24	-	-	0.25	-	-	2.49	-	-	75	-	-	-	-	-	-	0.44	0.56	1.00	-	15.74	26.66	-	10.94	13.00	3.60	27.54	-	15.50	26.50	42.00	-	10.70	13.00	3.60	27.30	-	0.24	0.16	0.40	-	0.24	0.00	0.00	0.24	-
06	California	045	Mendocino County	2005	88.161	11.924	45.772	57.696	2.71	0.00	2.71	10.42	0.00	10.42	13.13	0.00	13.13	15.79	-	-	-	-	-	228.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	30.465	3.05	-	-	0.03	-	-	3.08	-	-	101	15.790	274	18.87	-	-	-	0.20	0.25	0.45	-	16.74	24.23	-	11.67	13.61	3.97	29.25	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	045	Mendocino County	2010	87.841	21.700	40.240	61.940	5.93	0.00	5.93	3.91	0.00	3.91	9.84	0.00	9.84	5.57	-	0.20	-	-	-	159.00	0.18	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	25.901	1.63	-	-	0.31	-	-	1.94	-	-	75	5.570	90	7.51	-	-	-	0.21	0.26	0.47	-	26.83	38.75	-	16.15	18.61	5.43	40.19	-	26.72	38.67	65.39	64.85	15.96	18.61	5.43	40.00	-	0.11	0.08	0.19	-	0.19	0.00	0.00	0.19	0.07
06	California	047	Merced County	1985	158.640	117.550	0.150	117.700	35.73	-	-	0.04	-	-	35.77	-	-	21.82	8.23	9.03	0.00	39.08	-	-	-	-	1.15	-	-	0.01	-	-	1.16	-	-	8.23	-	2.75	-	-	-	40.940	3.04	-	-	0.03	-	-	3.07	-	-	75	21.820	185	24.89	6.47	-	-	-	-	-	-	751.28	1085.60	1129.64	83.38	-	437.72	-	5.51	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	047	Merced County	1990	178.400	131.140	0.300	131.440	31.36	-	-	0.41	-	-	31.77	-	-	28.08	1.47	4.02	0.00	33.57	-	-	-	44	0.00	-	-	14.88	-	-	14.88	-	-	1.47	-	0.00	-	-	-	46.960	3.27	-	-	0.25	-	-	3.52	-	-	75	28.080	214	31.60	8.22	-	-	-	-	-	-	477.19	1027.16	1038.76	10.35	-	506.95	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	047	Merced County	1995	198.500	151.610	1.530	153.140	33.12	0.00	33.12	0.41	0.00	0.41	33.53	0.00	33.53	29.82	2.49	0.45	0.00	32.76	0.77	219.00	0.00	15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.49	2.49	0.65	0.00	0.65	0.00	45.360	3.06	0.00	3.06	0.34	0.00	0.34	3.40	0.00	3.40	75	29.820	195	33.22	8.95	0.00	8.95	-	-	-	-	508.71	1076.87	1272.12	98.44	22.24	397.12	517.80	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	047	Merced County	2000	210.550	150.480	6.930	157.410	47.28	-	-	0.30	-	-	47.58	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	53.140	3.59	-	-	0.40	-	-	3.99	-	-	75	-	-	-	-	-	-	24.99	31.81	56.80	-	559.81	1184.35	-	59.72	92.20	417.30	569.22	-	559.30	1184.00	1743.30	-	59.20	92.20	417.30	568.70	-	0.51	0.35	0.86	-	0.52	0.00	0.00	0.52	-
06	California	047	Merced County	2005	241.706	16.838	170.252	187.090	9.82	0.00	9.82	99.32	0.00	99.32	109.14	0.00	109.14	37.93	-	-	-	-	-	583.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	54.616	14.01	-	-	1.56	-	-	15.57	-	-	285	37.930	203	53.50	-	-	-	10.33	13.15	23.48	-	411.75	1027.93	-	54.70	84.69	385.56	524.95	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	047	Merced County	2010	255.793	198.000	7.390	205.390	48.70	0.00	48.70	1.73	0.00	1.73	50.43	0.00	50.43	36.95	-	4.42	-	-	-	246.00	2.53	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	50.403	3.49	-	-	0.29	-	-	3.78	-	-	75	36.950	180	40.73	-	-	-	10.64	13.55	24.19	-	393.17	981.10	-	64.18	98.90	450.26	613.34	-	392.92	980.93	1373.85	1173.47	63.88	98.90	450.26	613.04	1.37	0.25	0.17	0.42	-	0.30	0.00	0.00	0.30	-
06	California	049	Modoc County	1985	9.490	4.890	0.190	5.080	1.38	-	-	0.05	-	-	1.43	-	-	0.87	0.33	0.00	0.00	1.20	-	-	-	-	0.12	-	-	0.01	-	-	0.13	-	-	0.33	-	0.16	-	-	-	4.410	0.31	-	-	0.02	-	-	0.33	-	-	75	0.870	171	1.20	0.31	-	-	-	-	-	-	104.54	338.42	299.02	44.13	-	123.17	-	1.33	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	049	Modoc County	1990	9.680	4.380	0.000	4.380	1.20	-	-	0.00	-	-	1.20	-	-	0.67	0.22	0.00	0.00	0.89	-	-	-	13	0.00	-	-	0.00	-	-	0.00	-	-	0.22	-	0.00	-	-	-	5.300	0.40	-	-	0.00	-	-	0.40	-	-	75	0.670	153	1.07	0.27	-	-	-	-	-	-	61.82	386.10	291.00	61.35	-	95.95	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	049	Modoc County	1995	10.040	4.660	0.000	4.660	1.18	0.00	1.18	0.00	0.00	0.00	1.18	0.00	1.18	0.70	0.23	0.00	0.00	0.93	0.25	253.00	0.00	3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.23	0.23	0.06	0.00	0.06	0.00	5.380	0.36	0.00	0.36	0.04	0.00	0.04	0.40	0.00	0.40	74	0.700	150	1.10	0.29	0.00	0.29	-	-	-	-	141.65	284.34	331.43	15.80	1.11	138.79	155.70	1.27	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	049	Modoc County	2000	9.450	3.930	0.000	3.930	1.14	-	-	0.00	-	-	1.14	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5.520	0.38	-	-	0.04	-	-	0.42	-	-	76	-	-	-	-	-	-	0.64	0.81	1.45	-	78.82	158.08	-	50.72	0.00	36.00	86.72	-	78.70	158.00	236.70	-	50.50	0.00	36.00	86.50	-	0.12	0.08	0.20	-	0.22	0.00	0.00	0.22	-
06	California	049	Modoc County	2005	9.524	1.562	2.342	3.904	0.40	0.00	0.40	0.60	0.00	0.60	1.00	0.00	1.00	1.80	-	-	-	-	-	256.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5.620	0.81	-	-	0.20	-	-	1.01	-	-	180	1.800	461	2.81	-	-	-	0.51	0.65	1.16	-	75.88	230.52	-	82.29	0.00	58.61	140.90	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	049	Modoc County	2010	9.686	4.250	0.140	4.390	1.27	0.00	1.27	0.02	0.00	0.02	1.29	0.00	1.29	0.72	-	0.09	-	-	-	294.00	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5.296	0.36	-	-	0.04	-	-	0.40	-	-	76	0.720	164	1.12	-	-	-	0.41	0.52	0.93	-	62.70	190.23	-	81.33	0.00	57.86	139.19	-	62.60	190.17	252.77	257.48	81.24	0.00	57.86	139.10	-	0.10	0.06	0.16	-	0.09	0.00	0.00	0.09	-
06	California	051	Mono County	1985	9.090	3.240	5.760	9.000	1.25	-	-	2.46	-	-	3.71	-	-	2.26	0.85	0.00	0.00	3.11	-	-	-	-	0.00	-	-	0.00	-	-	0.00	-	-	0.85	-	0.21	-	-	-	0.090	0.00	-	-	0.00	-	-	0.00	-	-	0	2.260	251	2.26	0.59	-	-	-	-	-	-	63.56	114.58	97.18	24.28	-	16.58	-	2.32	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	051	Mono County	1990	9.960	0.800	0.000	0.800	0.21	-	-	0.10	-	-	0.31	-	-	0.13	0.13	0.00	0.00	0.26	-	-	-	28	0.00	-	-	9.37	-	-	9.37	-	-	0.13	-	0.00	-	-	-	9.160	0.17	-	-	0.52	-	-	0.69	-	-	75	0.130	163	0.82	0.21	-	-	-	-	-	-	111.16	91.13	117.72	3.68	-	42.27	-	0.01	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	051	Mono County	1995	10.550	3.940	4.820	8.760	1.03	0.00	1.03	1.64	0.00	1.64	2.67	0.00	2.67	1.29	0.53	0.00	0.00	1.82	0.85	305.00	0.00	5	0.19	0.00	0.19	9.37	0.00	9.37	9.56	0.00	9.56	0.53	10.09	0.14	0.00	0.14	0.00	1.790	0.12	0.00	0.12	0.01	0.00	0.01	0.13	0.00	0.13	73	1.290	147	1.42	0.43	0.00	0.43	-	-	-	-	88.59	120.18	200.74	4.97	0.15	46.08	51.20	6.10	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	051	Mono County	2000	12.850	3.060	4.150	7.210	1.27	-	-	2.13	-	-	3.40	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5.640	0.38	-	-	0.04	-	-	0.42	-	-	74	-	-	-	-	-	-	0.08	0.10	0.18	-	76.21	103.38	-	24.96	18.70	0.50	44.16	-	76.10	103.30	179.40	-	24.80	18.70	0.50	44.00	-	0.11	0.08	0.19	-	0.16	0.00	0.00	0.16	-
06	California	051	Mono County	2005	12.509	2.171	7.756	9.927	0.68	0.00	0.68	2.41	0.00	2.41	3.09	0.00	3.09	2.31	-	-	-	-	-	311.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.582	0.89	-	-	0.15	-	-	1.04	-	-	403	2.310	233	3.35	-	-	-	0.05	0.06	0.11	-	46.76	148.09	-	25.83	0.00	0.50	26.33	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	051	Mono County	2010	14.202	2.940	8.950	11.890	1.45	0.00	1.45	1.53	0.00	1.53	2.98	0.00	2.98	1.63	-	0.00	-	-	-	251.00	0.09	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.312	0.09	-	-	0.03	-	-	0.12	-	-	52	1.630	137	1.75	-	-	-	0.05	0.06	0.11	-	51.56	162.89	-	70.11	0.00	1.35	71.46	-	51.40	162.77	214.17	205.85	69.96	0.00	1.35	71.31	-	0.16	0.12	0.28	-	0.15	0.00	0.00	0.15	0.03
06	California	053	Monterey County	1985	329.800	293.950	0.250	294.200	46.97	-	-	0.04	-	-	47.01	-	-	28.68	10.81	0.64	0.00	40.13	-	-	-	-	0.92	-	-	0.09	-	-	1.01	-	-	10.81	-	3.28	-	-	-	35.600	2.43	-	-	0.24	-	-	2.67	-	-	75	28.680	97	31.35	8.15	-	-	-	-	-	-	516.85	63.88	378.32	96.36	-	178.96	-	5.81	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	053	Monterey County	1990	355.660	252.360	35.110	287.470	30.56	-	-	3.68	-	-	34.24	-	-	21.22	10.97	1.94	0.00	34.13	-	-	-	170	0.00	-	-	0.00	-	-	0.00	-	-	10.97	-	0.00	-	-	-	68.190	4.60	-	-	0.51	-	-	5.11	-	-	75	21.220	74	26.33	6.85	-	-	-	-	-	-	497.70	0.00	323.21	78.12	-	247.38	-	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	053	Monterey County	1995	361.800	294.910	32.770	327.680	36.73	0.00	36.73	3.79	0.00	3.79	40.52	0.00	40.52	25.53	17.16	1.45	0.00	44.14	-3.62	124.00	0.00	35	0.79	0.00	0.79	0.00	0.00	0.00	0.79	0.00	0.79	17.16	17.95	4.46	0.00	4.46	0.00	34.120	2.30	0.00	2.30	0.26	0.00	0.26	2.56	0.00	2.56	75	25.530	78	28.09	7.61	0.00	7.61	-	-	-	-	523.52	61.65	434.41	55.77	36.60	208.93	301.30	9.08	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	053	Monterey County	2000	401.760	329.490	2.480	331.970	43.28	-	-	0.19	-	-	43.47	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	69.790	4.71	-	-	0.52	-	-	5.23	-	-	75	-	-	-	-	-	-	0.93	1.19	2.12	-	745.89	89.11	-	172.14	181.30	77.00	430.44	-	742.80	87.50	830.30	-	169.30	181.30	77.00	427.60	-	3.09	1.61	4.70	-	2.84	0.00	0.00	2.84	-
06	California	053	Monterey County	2005	412.104	24.391	324.055	348.446	6.13	0.00	6.13	81.49	0.00	81.49	87.62	0.00	87.62	29.38	-	-	-	-	-	251.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	63.658	11.82	-	-	1.32	-	-	13.14	-	-	206	29.380	84	42.52	-	-	-	0.54	0.70	1.24	-	413.22	0.00	-	147.75	158.19	67.16	373.10	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	053	Monterey County	2010	415.057	374.830	0.800	375.630	48.18	0.00	48.18	0.19	0.00	0.19	48.37	0.00	48.37	28.90	-	1.56	-	-	-	129.00	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	39.427	1.82	-	-	0.20	-	-	2.02	-	-	51	28.900	77	30.92	-	-	-	0.45	0.58	1.03	-	478.50	0.95	-	170.69	180.22	76.51	427.42	6.06	476.69	0.00	476.69	427.56	168.32	180.22	76.51	425.05	5.50	1.81	0.95	2.76	-	2.37	0.00	0.00	2.37	0.56
06	California	055	Napa County	1985	103.420	14.730	81.820	96.550	2.87	-	-	15.96	-	-	18.83	-	-	11.49	4.33	0.34	0.00	16.16	-	-	-	-	0.17	-	-	0.02	-	-	0.19	-	-	4.33	-	1.18	-	-	-	6.870	0.46	-	-	0.06	-	-	0.52	-	-	76	11.490	119	12.01	3.12	-	-	-	-	-	-	7.66	26.23	18.09	6.41	-	16.49	-	0.31	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	055	Napa County	1990	110.770	7.810	74.540	82.350	2.02	-	-	14.99	-	-	17.01	-	-	13.72	2.56	0.63	0.00	16.91	-	-	-	44	0.00	-	-	0.45	-	-	0.45	-	-	2.56	-	0.00	-	-	-	28.420	0.92	-	-	1.21	-	-	2.13	-	-	75	13.720	167	15.85	4.12	-	-	-	-	-	-	8.67	34.68	32.38	31.00	-	0.00	-	0.38	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	055	Napa County	1995	117.800	8.940	90.430	99.370	2.02	0.00	2.02	14.24	0.00	14.24	16.26	0.00	16.26	10.36	3.28	0.01	0.00	13.65	2.61	164.00	0.00	8	0.00	0.00	0.00	0.45	0.00	0.45	0.45	0.00	0.45	3.28	3.73	0.85	0.00	0.85	0.15	18.430	1.24	0.00	1.24	0.14	0.00	0.14	1.38	0.00	1.38	75	10.360	104	11.74	3.22	0.00	3.22	-	-	-	-	10.81	34.99	44.74	4.25	13.13	15.52	32.90	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	055	Napa County	2000	124.280	1.810	102.520	104.330	0.47	-	-	18.78	-	-	19.25	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	19.950	1.35	-	-	0.15	-	-	1.50	-	-	75	-	-	-	-	-	-	0.09	0.11	0.20	-	12.93	40.12	-	7.15	30.80	0.00	37.95	-	12.20	39.40	51.60	-	6.20	30.80	0.00	37.00	-	0.73	0.72	1.45	-	0.95	0.00	0.00	0.95	-
06	California	055	Napa County	2005	132.764	5.064	110.027	115.091	0.80	0.00	0.80	17.31	0.00	17.31	18.11	0.00	18.11	10.89	-	-	-	-	-	157.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	17.673	1.33	-	-	0.00	-	-	1.33	-	-	75	10.890	95	12.22	-	-	-	0.07	0.09	0.16	-	22.15	9.30	-	8.98	44.48	0.00	53.46	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
06	California	055	Napa County	2010	136.484	1.450	117.130	118.580	1.02	0.00	1.02	17.52	0.00	17.52	18.54	0.00	18.54	11.00	-	0.01	-	-	-	156.00	0.32	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	17.904	0.92	-	-	0.20	-	-	1.12	-	-	63	11.000	93	12.12	-	-	-	0.06	0.07	0.13	-	48.22	20.47	-	8.27	36.71	0.00	44.98	0.39	47.82	20.08	67.90	60.68	7.41	36.71	0.00	44.12	0.00	0.40	0.39	0.79	-	0.86	0.00	0.00	0.86	0.39
06	California	057	Nevada County	1985	67.970	11.430	33.290	44.720	2.61	-	-	6.94	-	-	9.55	-	-	5.83	2.20	0.63	0.00	8.66	-	-	-	-	0.57	-	-	0.09	-	-	0.66	-	-	2.20	-	0.96	-	-	-	23.250	1.50	-	-	0.24	-	-	1.74	-	-	75	5.830	130	7.57	1.97	-	-	-	-	-	-	11.88	38.04	33.34	3.48	-	11.12	-	0.10	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
